Category,Message
ham,esun  enam mann alekeskew  linager 
ham,esu sle       
spam,ke  tnsh gize    mesmer                 gna lak
spam,  netsa  gebet    samntawi kompot         
ham,chers  
spam, ke    ton egeza
spam,tenkesakash  semawochwo   orikantoch  gize   ena   mecheresha  slk zmenawoch      
ham,    ul   fkr ani 
spam,  melekt   
ham,  teru gize  tesfa  meche new ena meche bet wste teri lisetugn  
spam,  testelalefe     saten     melektoch    ena  lemamtat ebakwon be  
spam,    amet  sinima pasport le       rman  matrik  star tor  wezete hulum   
spam,   akrbot   ena    samntawi samntawi    samntawi    samntawi   muzikan        
spam,    man  kaweku     keftegna  shlmat shlmat  smun    sm     kest
ham,ene      ena  ena  zrzroch  
spam,  n   netsa chereta      ahun            
spam,   amesegenalehu     shlmatochn    kelal  ahun    pi  
spam,  techemari      netsa chewatawoch  ketalak shlmatoch 
spam, slk kuterwo     shlmat be   erswon lemagegnet   gna mukera      
spam,bebrtukanama  be  wagaw mesmer  be  wagaw mesmer    ena  n 
spam, mnm   bzu  teriwochn      amet   melak        
ham,teru   at 
spam,ebakwon erswon   melekt   ebakwon  
spam,kehalowin ena  melekt gar  sbsb ena       be   
spam,k  t eger     nku     ena       ken  slehonem ahun  mechawocha  
spam,     ahun ke    pensies  politi      samntoch  samntawi   besamnt  samntawi   pi 
spam,  shlmategnan lemanegager  new egna zare    shlmat  mehonun  mesmer     bcha
spam, wste  bchagna awakiwoch bchagna bota ahun  wste      
spam, sew   agelgelotachnn  ena slkwon    mesmer     n lemawek
spam,  tenegna set   metefo ena  neger alegn   wesibawi bktesh wste  metefo  new     
spam,alawkewm ena  kewch   lak ena ers beers                amet   
spam,lemakakasha  msganawochwo  agelgelotoch     
spam, ken  wste ke    mashenef ena agarwon  zemenachaw guzo        
spam,man    mehon efelgalehu 
spam,le urt    genzeb  eske             
spam,    waga     awo  abal tenkesakash sm       nus atebabek
spam, arma sel melekt ena netsa   sel melekt ena netsa 
spam, mesmer             asebaseb           laki
spam, waga  awtare mereb  erswo   shlmat lemekebel  lemesebseb    le  seatat  
spam,    netsa  kamera  cheretachnn             
spam,netsa gebet    samntawi kmcht  kalun ahun   ashenafi     
spam,tsehuf   techemari  teri  armawoch ena chewatawoch ke  
spam, netsa anestegna  kamera  beka shlmatwon lemesebseb  mlash  makom       
spam, melekt be   wste  erswo  ena ke gar altegenagnem
spam,konsert      ar    chat chat             
spam, asgerami       lemagegnet   le  kenat tsehuf le  kenat tsehuf   
spam,    beengeliz wste    agelgelot ke   gar  egeza 
spam, netsa taro  fkrwo  ahun  benetsa      bcha       
spam, kemis kemis ena   ta gengnunet lifeter  bcha  ena  eske  
spam, brhan    samnt wste  hager wste         
spam,    lemegebat   lemegebat                  ke   samnt
ham, ntsuh aznagn  
ham,  chlota  slelaku amesegenalehu 
ham, kenwo bekesta  tesfa   ene slemalchl beewnet tesfa  wer wste meftat   hisaboch  techemari genzeb wch  leerswo fetagn gize   gen maweku 
ham,         
ham,   labratoche  gen manm 
ham,ahun slkun memrete  melekt 
ham, pipe          le  mshtoch   betam teru akababi chukhet 
spam,  testelalefe     saten       lemamtat ena    lemagegnet ebakwon beslk kuter  
ham, 
ham, betam metefo   bet teru new gen beewnetu beewnetu    ken    mnm neger 
ham,eshi 
ham,erat  bet 
ham,        
spam,netsa  kelebet mnale  eske           
ham, sle memulatu 
ham,ene abzagnaw    zrzroch egoteche   gen  betam techenke alchenekm
ham,haha  mn 
ham,  betam  erasen le   sletakebr  teru  be   samntat wste   amet 
ham, 
spam, slkwo  be       shlmat  erswon lemagegnet   gna mukera     pipiem
ham,  
ham,ene mesmat   new     
ham,aznalehu   betam betam  ene ke  gar 
ham,betentawi ena bekoki mekakel eske  
ham,bealga   egeziabhern 
ham, kanser   mrmera  papi mrmera
ham,be     wste negn
ham,lemn enen manegager tfelgalech
ham, zare   
spam, gize    giba   machawecha    shlmat wastna        
ham,memoker  litefu 
ham,  tenegagerew  begemtaw rektew bihonu mawek  awontawi  ke  netsa mels 
ham,    
ham,  
ham,   amerika   wste teru gize  tsehafi  hulum neger bereket new
ham,esu  melekt new  talim  
ham, ebakhn           mehal 
ham,mnalbat kechalu     ena zm kaluwot    ena  genzeb  wste bzum emnet 
ham, welel  mrkowon menkebakebu 
ham,siwetu   slkoch 
ham,  
ham,   bzu gizewochn sle  tesebsbe 
ham,ashangulit new
ham,betam   merote 
ham,    memoker  
ham,tok ena     
ham,gena chikiku   
ham,eshi 
ham,eskezare  msa meblat 
ham,abate meche  
spam,tena   zare      lemn  ena mn  lemn  tsota 
spam, le  gna samnt        
ham,esu ke   sewoch mekakel new
ham,  uar  wste
ham, melkam ken  wsbsb  ene  ene    bet  ena ahun teru smet  aselchi negn  new  lemastawes 
ham,lemn    
spam, mehon   botawoch  akababiwoch   tlku  awtaremereb  park eske     
spam,lemanegager mokern  lemakreb mokern     ena  mels lemestet  lemelak ke  
ham,    biro  rebue rebue     bank 
ham, teru  ene  ene ena    
ham,lele    
ham,     zare mn  tesfa      
ham,ene  chama  egna teru temret 
ham,tammealehu  negn   toch     egeroch   newot  toch     egere   efelgalehu  efelgalehu 
ham, kesemenhahampeten   bebabur  negn slezih 
ham, wste     kebchawo gar abrew 
ham,bechewataw  beroch chewata ena    beslk wste
spam,bezih samnt    ch      hulum  
ham,   sew besomgegegegegegegegegegegegegege      mistu lepolis  polis hulunm sew      gize tegnche   mgeb    atkltochn      posta bet     chewata      nefse       kehonew   mels 
ham,ene  bet    negn 
ham,kemeret mesmer kuter  teri  ana nagerar    
ham,    mn  
ham,    botawoch    ato nobe 
spam, lemanegager  new egna zare   shlmat wastna  mesmer    n    bcha
ham, bzu   kenins eriks   teru    
ham,ok
ham,awo   sew aznagn zefenochn awkalehu 
ham,awo           ena ilu mels 
spam,    gizewochun sport zenawoch wor   u  netsa   netsa   netsa    netsa  kana sport  
ham,  be   wste 
spam,   awropa  netsa bererawoch  le   gna sepet  ena        ahun  
ham,enezih hulu teru shemizoch ena bchagnaw neger enesun lmenaw  neger   wste 
ham,   kens mn malet  tewat keene  mnm kal    ene sleenante asbalehu
ham,ena erswo ena ene  gize ahunm mekoteb 
ham, gen ahun  bet    bet  lob    znab bekrbu 
ham,lematefat  neger   metekem 
spam,ke    egeza
ham,oh   mnm  seloch 
ham,februwari         n  ketemelese kemelese          chla  kehone ur   
ham,  mlkt    ersum berasu     ena   ena 
ham, ke merab    neger 
ham,awo    blo 
spam,   mels mestet         agelgelot       eske  
ham,malete mn malet 
ham, ahun ene bcha tselatochn  tewat 
spam,mrte  akrbot  mrte brtukanama tarifoch  hulet   ena hulet gize wektawi     netsa  be        
ham, ene   negn
ham,   suk 
spam,   tesfa  mzgeba lemewtat tsehuf ke  gar   betones  
ham,wen ur  bim wel   menora tennet keftegna  
ham, ahunm     be   kakomn ena keenfalot  gela metateb 
ham, ene     echohachaw foto   
ham,tmhrten lememulat  tach   
ham, negn      rzmet  tllk  tesfa 
ham, nefse   kok  be        ter   bealat hulu   betn chemro tezegetwal 
ham,ok 
spam, kenat    lehulum  gize zenawoch ena wtetochn  mzgeba mzgeba lak     
ham,gezuf   gezu
ham,eshi 
ham,ene teknikawi     
ham,ketesenezerbn  samnt  hono  enam  sil angetachn    
ham,   melkam ken  
ham,nope  ha  
ham, gen    telekowochn 
ham, ene belapetopewo wste mnm filmoch 
ham, mn  
spam, ebakwon ke  kebahr    betere genzeb     karari  ken        
spam, kemeretwo mesmerwo ke   erswo         amet             
ham,    semon 
ham,mime enklf  ene   agegnewalehu
ham,   neger leerswo  kefelegeku   
ham,ben kehone   
ham,bezih a  betewesene   a    
ham,ene mekakelegna  kegn malete 
ham,  
ham, chach ahun  alchalechm
ham,wagawochn lkelwotal ena erswo ena  malet    
ham,erswo betam bzu newot
ham,
spam,alawkewm ena  kewch   lak ena ers beers                amet   
ham,  neger   bcha new gen tseguren  
ham,neger gen beteseboche lemangnawm neger mlash  bekfl wste   bet  bet  neger gen manm alteram ena lemn  hono 
ham,  mlkt  htsan
ham,   sbseba 
ham,   snt getse 
ham,awo ahun 
ham,kuterun  ena nege tewat lemn   lemn  mels 
ham,ahun  
ham,eshi gen gemash 
ham, gar     n 
ham,tkkl  
ham,eshi   sfet 
ham,egna  blen  
ham,melkam  sle fasika mewesen  
ham,   film  new
ham,snt  eske ket     ewetalehu
ham,    beewnetu  aznalehu  ene mangnawnm       
ham,bemekakelachn metefo teri 
ham,sle lelit mnale ergetegna  ekule ken bcha awkalehu
ham,zare    ken   oskrsh  
ham,zare    ken   oskrsh  
ham, bekesta   ena abwaraene  lben    leasr  hzb ena  nege      
ham,   gize   sm bota wste  ena hulet kuteroch  kuter kutere  gize  kuter  pin teru 
ham,ena  neteboch enesun mansat
spam,  setoch ahun blh  bemefelege  ewnetegna     ke   wechi     
ham,waw      
ham,ene  bet  new
spam,   bekeftegna      gna sepetepet fit  ke  gar tllk   betam tlk   betam teru kehonut
ham,chger  anagerhalehu
ham,  
ham,ahunm  bota wste
spam,chelemawn lemiferaw  lelitun bemulu lemekoteb lemifelge wetat  lemehon  tnsh gize 
ham, ton 
ham,be  wste meblatn 
ham, ena  kalwon 
ham,   mawcha kflu  tewat  
spam,       n 
ham, ene  almelesm 
ham,kakomku  gize  beken lk   ken lk  
ham, mnalbatm  teblo  kelelewot  
ham, bezih mebt zare ene     pen memermer alebgn enam  sifelgugn lakgn
ham,lk  behulet kenat wste engenagn ena  
ham,    
ham,awo  
ham, ene chek      ahunm  ena    matakeshawochn 
ham, gela   amet     slkwo wste eskahun   
ham, mn   ne  memtat 
ham,tllk sihonu   sket 
spam,ke  fetan genzeb lemachawet       gna techawach       
ham, bemiketelew samnt     beruki wste   ena  si bekrbu 
ham, hulachhum mata mata kefelegu kefelegek ahunm tnsh 
ham,kezih kampas  wste 
ham,maregagechaw         kffl   bet        gize   ekeflalehu ena nege  etsefalehu
ham,ahun   
ham, ken     ar el   
ham,keasr  teriwochwo ena tsehufochwo befitwo kegebahu  egeziabher
ham,behuletu mekakel    melekt kanebebk  fegege malet   
ham,   teketel mazez 
ham, nefse   kok  be        ter   bealat hulu   betnm chemro zge new 
ham,were  
ham,ena erswo fegege  ena alem  ena alem mn  ena   ena  ena keerswo    gerishs 
spam,   
ham,lili tkusat  ahun  
ham, eskahun   new
ham,
spam,  slk      gize  kamera  lemazemen mebt    letenkesakash mazemegnaw  netsa 
ham,awo  tenkara  erswon  efelgalehu 
ham,oh awo   gize   n bcha  
ham, slezih   
ham,sle  sew teru neger hulu teru   etse 
ham, bekesta   ena abwaraene  lben    leasr  hzb ena  nege      
ham,ergetegna kehonu ergetegna kehonu siwetu asawkegn
ham, eske  seatat   lihonu 
ham,mn     kuterun   
spam,geres ton ton  hulum   kete   
ham, im ruk agegntwal  betam ruk hono  
ham,man  ena  nbret man  ena man  mersat   ena  teru  hul gize   afkari mesam 
spam,interpalfara  nege ekule lelit kemetemzezhawo befit legenawo  abeba  lemazez betam 
ham,oh amlak  tersochun 
spam,betam mok  ena wechi kehonkbet gize   hulum sew leerswo teru mlash lisete   brhan estnfas  
ham,              n  
ham,leene msa megezat     ebelalehu 
spam,  alewot  leteru  msgana       shlmatochn    kelal  beka    pi  
ham,eshi 
ham,oh   wste  chnet   ergetegna  beewnet betam metefo sal agegnto    beewnetu  
ham,mist   gizen betkkl tawkewalech
spam,arma  ur fkregna    smochu belb  fkr sm  sm   lemsale  hewann       mnm   
ham,  sewoch tarik
ham,matiks   bet bemelak  
ham,esu  tkus  
spam,teri  
ham,ahun hmem 
ham,awo       mulu bgur 
ham,
ham, wochu  betwo 
ham,ezih    bota lemagegnet  neber
ham,kelal    fetan metetochn tnsh tlk bota 
ham,htsan        ene  betam azgnalehu   
ham,eshi 
ham,  bota neh  
ham, ngest    melkam ken  
ham,   bicha   fkr   ena     ena    namels     kehone  fkregna 
ham,betekit seatat wste kekfl wch 
ham,zare  meche 
spam,netsa     enkurarit  ahun  tsehuf  leewnetegna tsehuf  eske      ch le    samnt      
ham, sew asazagn tarik  balefew samnt       sra      kabine stageba panete             apartamawa      megnta betu  megnta betu kegebahu   eshi  ene bewesibawi smet wste   n bemelekek  twetalech  na       chukhetoch  asgerami  sofa      
spam,beewnetegna k  t    beahunu gize   be             teri new
ham,eswa   mesmat teru   new    amet 
ham,zare    
ham,mn  keftawo 
ham,bemangnawm   gize  gize  eterateralehu 
ham,haha    mesmat     
ham,enen kemotu mot   bwanbwa shtetoch  mastawesha 
ham,  sew  kechale erswo  kalchalu erswo     manm   kehone   bemecheresham kerala     kechale   manm   kehone beesu   kehone 
ham,zare ene  neger gen netsa ocholole     be    
ham,mrchawoch   santim  lemastekakel bcha satkoz  lemafses bcha   wste  santim  wste  
ham,betatochwo mekakel amlak  lemn  tawkaleh  leerswo  ena  sew  befkr  enezihn kftetoch  
ham,ene megegnete efelgalehu slehonem ene mesam echlalehu ena beategebewo 
ham,bemlashu  bemlashu  
spam,    bekrbu keerswo gar 
ham,eshi ergetegna kehone ergetegna  ergetegna           
ham,ene  neger  ene begeltse  new ene mnalbat ene mnalbat 
ham,esu  ena       temelsew 
ham,smiz  
ham, ezih kegebahu bzu bzu melektochn  enesun  mawek  kenwo 
ham, nege      
ham, nefse   kok  be        ter   bealat hulu   betn chemro tezegetwal 
spam,beewnetegna k  t    ahun   be             teri 
ham,ene beewnetu letewesene gize  gize  gar ketenegagerku bzum  betam  nektwal  lelitu  
ham,eza 
ham,melektwon 
ham,sklet    sil 
ham, alemehonun  gen  benetsanet  chnklatn   mehonachnn      betam bzu    ene erasen   
ham,  kulf ena erswan    
ham, babur  sil tetebko mekemecha wste   alneberum 
spam,     seloch   ur slk   ke   netsa ena  beken      n lemakom
ham, ahunm  
spam,    waga     suk eske          
ham,atami arif  malet   new
ham, harris   akste telal  
ham, sew   neger 
ham, beahunu gize betam teru  bzu suk ena    ketema teru 
ham, ahunm   
ham,mnm techemariwoch   
ham, ekebakebalehu
ham, arb beslk teri  amet   megemet 
ham, batri zktegna htsan new
ham,shuken ron geztwal  seatu new 
ham,awo awo tnsh gera  betenesahubet gize nege ewezawesalehu
ham, seat  tenagerk  akababi new     zk 
ham, ekule ken kemenesat ena mn  hone  egebalehu
ham,    tnant besibe wste 
ham, ganesh  suk 
spam,     ena   bebrtukanama tarif  gize   ena  ena blutuz    teri be    
ham,lapetopewon mesebseb  knbrochun  
ham,  menesha kehone  be   wste 
ham,  gize ene bekrb mehon 
ham,  ena  ene betun 
spam,  mizan beahunu gize   new  kezih  genzebn kef   bcha ke         
ham,  leene mnm   bil  kebrtukanama gar  neger gen ahunm   linager 
ham,  new
ham,  teru msht  tesfa  frank  n afkari tsota  ena   sew gange bange efelgalehu
ham,  lelele lela  lelelochu enkuwoch gen kelal neger 
ham,  keenklfu tenesu      zare       
ham,zoro zoro zoro zoro zoro zoro   kenawochn makber    asmatawi  nech lbs   linor 
spam, slk kuterwo be    wastna  mesmer     tkklegna   bcha
ham,enante sewoch kegonwo gar filmochn  
ham, besbsebaw   
ham, besbsebaw   
ham, menger   ahun   esu hulunm ruchawochwon 
ham,keapartamawo befit  apartamawo  apartamawo  asrmor  
spam,  mzgeba mewtat  akrbot tekl     keagelgelot       techemari  
ham,mnm   mnm  tnsh aselchi new       betwo  enklf zare  
ham, mn  gize  mawek 
ham, melkam  
ham,amesegenalehu chikoo   melkam   
ham,sinesu enen sinesu bemekinawo wste  
ham,ke  bin   gize   ena ene  hulu ene  
ham, zare mata  neger  mangnawm 
ham, lilklgn 
ham,zm  tekem  
ham,sewoch   stota    stota 
ham, ken  ken  
ham,  bebetemetsehaft matenat
ham,eshi      
ham,mangnawnm neger 
ham,     bchagna  esenaklegn ena  mehon alfelgem neger gen emebet emebet  
ham,    man 
ham, mukera ena     
ham,  temariwoch    be                                    ngeregn   neger
ham, mann       metete lemegezat  sew lelitun bemulu     sew   nekefa ena ahun
ham, ena   be   
ham, egna leegna  neber
ham,ena     newot   sak 
ham,  tnant      tekemto lela  
ham,   ena  tmhrtn    haha
ham,selam  
spam,  melekt   
ham,  ene  geta agegnehu temariwochu    
ham,  mnm zena  enesu amstegna samnt    setoch ena lewels  
ham,mels  
spam,egna beahunu gize sbsbwon  melekt  lemesebseb  
ham,    limeta ena  esu mn  hone  kehone esu  patbo  enam esu  ena lineges     sew lemagegnet rkash lihon     mashnoch  ahun mn   
ham,    
ham, tawaki 
ham, gen be     sil  sil    
ham,brush bi tach ena   ahun
ham, nesh  snesa ezih thonaleh blewal  
ham, ahun netsa negn  
ham,  man  ngeregn 
spam, be     gursha  shlmat  mukerachn    
ham,mamelket   tastemr asra hulet   hulet tmhrt   
ham, mefetesh  gen    sahnoch bcha nachaw
ham,awo bzu tafachoch neberu
ham,ene ahunm  kalefew msht   neger 
spam,misterawi     man   lemagegnet   be   enkbkabe 
ham, gerishs        
ham,   melekt 
ham,   melekt 
ham,ene  perofeshnal        achr megelecha    achr tarik
ham,  bota   shitminit
ham,abibiten abi abi abi abi abi
spam,  bechrash   keerswo  kerfafa  mangnawm sew   mangnawm sew new ena hulum sew kemangnawm sew  beftenet  
ham, 
ham,teru  
ham, kuter ena        ena  tetekamiw  be         gize       
ham,abzagnawochu    mesel eger  kriket 
ham, chnklatu   ken  enamesegenalen
ham,  zrzr  alebwot
ham,beras    hulum eroganetiks perofeserwoch wel  ena   awropelan wste    enesu betemariwochachaw  awropelanu  n lemegenzeb  ke  awteto felgo   bit 
ham,ke  wste bcha beboliloks wste tim  enam esu betam  esum betam 
ham,melkam  amet 
ham,karlosn etsefalehu ena  
ham,   ntere negeroch  kelal 
ham,   tnsh kek  aznalehu gen 
ham,eshi   bekartor wste 
ham, lore  znab        lela bota 
spam,  gize   ena  ena netsa blutuz    hulet  ena   tenkesakash slk kuter    
ham,mn maleth new malet  ene kurach 
ham, bealem wste  negeroch  erswo  gna   gna us
ham,zare    neber
ham,lemsa msa mn meblat 
ham, simeleket tkklegna chukhet     sew mehon   gen mn   
ham,  gize       ewetalehu ena ekawochen 
spam,besamnt   lemashenef mels  chaka mn   sport  lemakom   akum
ham,ene  negn enam erswon   gen enen       
ham,ahunm mefchet 
spam,kuter  polipekikinge ton          gna kana   n  ena le      mels  
ham,fkr wsane  smet  man   mewesen   betam kelel   gen  asmatawi 
spam,  k  toch ahun  be   pota saten        teri new
ham,  ket  
ham,slezih   woch zrzr  
ham,  sew kemnwetaw  seat   sew kebet wch  kehone  seat   egemtalehu
ham, mulu bemulu  tsehuf  gen    
ham,kezare  lbs  ena   nech   lbs   gemash 
ham, bekompiter wste film  new 
ham, bi  hamus 
ham,  slkwo slk  gen 
ham,kekampas wch bemihonbet gize  bcha new
spam, melekt netsa   ena leteshashale  ena  kbeb     mels  mzgeba      bcha
ham, betam    mn  
ham,begemash seat wste agegnalehu
spam,teri  
ham,keenesu wste  
ham,  wels  
ham,abet  wste mehon   mn   
spam, alama       balebetoch                
spam,     mesmer  
ham,    eneho  mn  fetan   
ham, melkam   mtat man 
ham,awo   tnant mata keerswo gar  new  tolo 
spam,netsa   pol keteta    wesib ke   le  seatat netsa   beken      netsa new
ham,    be  wste  
ham,     gen  behone bota  bota makom 
ham,       betam   amet   ken  ken   melkam shorba   melkam       ena           melkam  ena     tewat keseat  mshtoch  enezih hulu lemefelege  negn   
ham, sew mok   selamta lemelak beki bota bemihonbet gize beanwanwar    mekakel   
ham, melekt huletegna agamash alkebelkum
ham,mn  gize 
ham,keras  belelew hulu betam  
ham,befilm wste negn   
ham, kelebet  
ham,betam betam betam betam metefo   
ham,ene betam  gen genzebwon  htsanwon  ena    noro enen 
ham,mn  kfl 
ham,  keenklfachhu 
ham,bechewataw  
ham,chlota agegntehal gen erswo 
ham, lelit mezgebwo 
ham,     portal   imel  negeroch  ageru   megeletse  lela melekt   
ham,eht  ken kekfl beal   temelso   kuter 
ham, bcha    abate welel magegnet   slk  new 
ham,  mn  
ham,le        
ham, moges    mgnoten    ken 
ham,   linnon 
ham,  mahnenm maten
ham, gen melsochen mamen 
ham,erswon ena betesebwon   ena betesebochwo     ena melkam  amet befit 
ham, ken bebahru    krem   mels lemestet kebero   new
ham,wrhawinet meche  
ham,  nesh  hul gize leene  beeraswo  ene memtat 
ham,hisabwo be     new slehonem metefo 
ham,bemiketelut   wste     abari lihon  gen   kll wch    zm bl ena be  sers wste asawkegn
ham,tena  awo   weteche neber enam tseguren mesrat alebgn slehonem ene    
ham,slezih   
ham, mnm  bzu     metebek  lelela  samntat  siol mn   hun  oh    
ham,  ahun    frhagna alegn 
ham, sle gerum slke    serzn tek  echl 
ham,eshi
ham, mels gar gerum  sew    blo  fegege    
ham,ebakwon  res  
ham, tkklegnawn sm 
ham, ken mn 
spam,ister opereshn   abeba eraswan    i             ahun     knash    genzeb wiket   
ham, 
ham,beka keenklfu   altegnam  ena     
spam,ahun hulunm agelgelotoch   tsota htsanatn  kena  slkwo beketeta  slkwo    
ham, egna  ena           fkregna gorawotiten  ken anestegna stota lemestet  wste mesatef   zrzroch ebakwon   
